+-------------+--------------+--------------+-----------------------+------------------+-----+
| c_last_name | c_first_name | c_salutation | c_preferred_cust_flag | ss_ticket_number | cnt |
| Walker      | Justin       | Mr.          | Y                     | 50634018         | 15  |
| Walker      | Lester       | Sir          | N                     | 69175136         | 15  |
| Walker      | Lisa         | Miss         | N                     | 65218939         | 15  |
| Walker      | Margaret     | Mrs.         | N                     | 59078928         | 16  |
| Walker      | Nicole       | Dr.          | N                     | 53347014         | 16  |
| Walker      | Sharon       | Mrs.         | N                     | 37717255         | 16  |
| Walker      | William      | Mr.          | N                     | 46216247         | 15  |
| Wall        | Felix        | Dr.          | Y                     | 46189911         | 15  |
| Wallace     | Albert       | Miss         | N                     | 36890021         | 15  |
| Wallace     | John         | Dr.          | N                     | 54199949         | 15  |
| Wallace     | Jorge        | Sir          | Y                     | 54393437         | 15  |
| Wallace     | Lance        | Mr.          | Y                     | 60064628         | 15  |
| Wallace     | Lois         | Mrs.         | Y                     | 51312562         | 15  |
| Wallace     | Michael      | Dr.          | N                     | 71692548         | 16  |
| Wallace     | William      | Dr.          | Y                     | 60646031         | 15  |
| Waller      | Geneva       | Dr.          | Y                     | 44096564         | 15  |
| Wallin      | James        | Sir          | N                     | 44002944         | 15  |
| Walling     | Albert       | Mrs.         | N                     | 49963920         | 15  |
| Walling     | Angela       | Ms.          | Y                     | 41130040         | 16  |
| Wallis      | Joanna       | Mrs.         | N                     | 59396368         | 15  |
| Walls       | David        | Mr.          | Y                     | 47957217         | 15  |
| Walls       | Mae          | Miss         | Y                     | 56925713         | 15  |
| Walls       | Melinda      | Miss         | Y                     | 67489273         | 15  |
| Walsh       | Ann          | Miss         | N                     | 64063076         | 15  |
| Walsh       | Della        | Miss         | N                     | 42165916         | 15  |
| Walsh       | Michael      | Dr.          | Y                     | 68178673         | 16  |
| Walter      | Jason        | Sir          | Y                     | 51037373         | 15  |
| Walter      | Ruth         | Miss         | N                     | 47712768         | 15  |
| Walters     | David        | Sir          | N                     | 40636833         | 15  |
| Walters     | Kevin        | Dr.          | Y                     | 53738532         | 15  |
| Walters     | Thomas       | Dr.          | Y                     | 40263772         | 15  |
| Walton      | Jon          | Sir          | N                     | 57595977         | 16  |
| Walton      | Risa         | Ms.          | Y                     | 58957197         | 15  |
| Walton      | Suzanne      | Ms.          | N                     | 54687168         | 16  |
| Wang        | Amy          | Ms.          | N                     | 65508300         | 15  |
| Ward        | Dennis       | Dr.          | Y                     | 70633921         | 15  |
| Ward        | George       | Mr.          | Y                     | 40040327         | 15  |
| Ward        | Gretchen     | Ms.          | Y                     | 68831416         | 15  |
| Ward        | James        | Sir          | Y                     | 61019558         | 15  |
| Ward        | Lance        | Dr.          | N                     | 56255594         | 15  |
| Ward        | Lawrence     | Dr.          | N                     | 63657934         | 16  |
| Ward        | Mark         | Dr.          | N                     | 59627515         | 15  |
| Ward        | Michelle     | Mrs.         | Y                     | 49437279         | 15  |
| Ward        | Nathan       | Mr.          | Y                     | 63656532         | 15  |
| Ward        | Pamela       | Mrs.         | Y                     | 61873880         | 15  |
| Ward        | Robert       | Mr.          | N                     | 58447148         | 15  |
| Ward        | Tammy        | Mrs.         | Y                     | 68585655         | 15  |
| Warden      | Matthew      | Sir          | Y                     | 55781911         | 15  |
| Ware        | Billy        | Mr.          | N                     | 50433129         | 16  |
| Warfield    | George       | Dr.          | N                     | 46718408         | 16  |
| Warfield    | Robert       | Sir          | Y                     | 60098848         | 15  |
| Warren      | Charles      | Dr.          | N                     | 37617930         | 15  |
| Warren      | Evelyn       | Mrs.         | N                     | 42536965         | 15  |
| Warren      | James        | Dr.          | N                     | 48760322         | 16  |
| Warren      | Jimmy        | Sir          | Y                     | 54986001         | 15  |
| Warren      | Joseph       | Dr.          | N                     | 58992115         | 16  |
| Warren      | Larry        | Dr.          | N                     | 51771150         | 15  |
| Warren      | Travis       | Mr.          | N                     | 41638778         | 15  |
| Washburn    | Berneice     | Ms.          | N                     | 68151325         | 15  |
| Washington  | Angelo       | Dr.          | N                     | 44297288         | 16  |
| Washington  | Debra        | Dr.          | N                     | 58275613         | 16  |
| Washington  | Delbert      | Mr.          | Y                     | 37055253         | 15  |
| Washington  | Dorothy      | Ms.          | N                     | 52319228         | 15  |
| Washington  | Florence     | Miss         | N                     | 36481778         | 16  |
| Washington  | Garry        | Sir          | Y                     | 47701333         | 15  |
| Washington  | Gloria       | Miss         | Y                     | 69844462         | 16  |
| Washington  | Michael      | Dr.          | Y                     | 42311940         | 15  |
| Washington  | Nicole       | Dr.          | N                     | 44994648         | 15  |
| Washington  | Peter        | Sir          | Y                     | 58873406         | 15  |
| Washington  | Sherry       | Mrs.         | N                     | 65258489         | 16  |
| Waters      | Carla        | Mrs.         | N                     | 40931970         | 15  |
| Waters      | Helen        | Dr.          | N                     | 69459268         | 15  |
| Waters      | Nancy        | Mrs.         | Y                     | 51519831         | 15  |
| Watkins     | Albert       | Mrs.         | Y                     | 53987052         | 15  |
| Watkins     | Gary         | NULL         | NULL                  | 39809541         | 15  |
| Watkins     | Joyce        | Dr.          | Y                     | 65827610         | 15  |
| Watkins     | Kathleen     | Dr.          | Y                     | 43426419         | 16  |
| Watkins     | Roberta      | Mrs.         | Y                     | 66421280         | 15  |
| Watson      | Adriana      | Ms.          | Y                     | 49898583         | 16  |
| Watson      | Alice        | Dr.          | N                     | 54595085         | 16  |
| Watson      | Candance     | Miss         | N                     | 40696030         | 15  |
| Watson      | Cory         | Sir          | N                     | 37717619         | 15  |
| Watson      | Doris        | Miss         | Y                     | 46503369         | 15  |
| Watson      | Emma         | Miss         | N                     | 41118176         | 15  |
| Watson      | Grace        | Miss         | Y                     | 38885062         | 16  |
| Watson      | James        | Sir          | Y                     | 65065795         | 16  |
| Watson      | James        | Sir          | N                     | 64671754         | 16  |
| Watson      | Joshua       | Dr.          | N                     | 65630565         | 16  |
| Watson      | Juanita      | Ms.          | Y                     | 43205095         | 15  |
| Watson      | Marshall     | Mr.          | Y                     | 41738123         | 16  |
| Watson      | Michael      | Mr.          | N                     | 49201005         | 15  |
| Watson      | Rosemary     | Dr.          | Y                     | 70852191         | 15  |
| Watts       | Brandon      | Dr.          | N                     | 68611236         | 15  |
| Watts       | Larry        | Dr.          | Y                     | 70877437         | 15  |
| Way         | Nicholas     | Mr.          | Y                     | 61781669         | 15  |
| Weaver      | Anthony      | Miss         | N                     | 43765311         | 15  |
| Weaver      | Colin        | Mr.          | N                     | 57114841         | 16  |
| Weaver      | Joseph       | Mr.          | N                     | 50109405         | 15  |
| Weaver      | Kent         | Sir          | N                     | 36785134         | 16  |
| Weaver      | Lola         | Dr.          | Y                     | 67037426         | 15  |
| Weaver      | Stewart      | Dr.          | Y                     | 51090770         | 16  |
| Weaver      | Tony         | Dr.          | N                     | 64371151         | 15  |
| Weaver      | NULL         | NULL         | NULL                  | 50359592         | 16  |
| Webb        | Elena        | Dr.          | N                     | 67327177         | 15  |
| Webb        | Florence     | Ms.          | Y                     | 53120608         | 16  |
| Webb        | Mario        | Dr.          | N                     | 38537547         | 16  |
| Webb        | Nelson       | Mr.          | Y                     | 48538553         | 16  |
| Webb        | Richard      | Dr.          | N                     | 62251530         | 15  |
| Webb        | Robert       | Dr.          | N                     | 54689020         | 15  |
| Webb        | Sandra       | Dr.          | N                     | 51513894         | 15  |
| Webb        | Sharon       | Ms.          | N                     | 55112473         | 15  |
| Webber      | Debra        | Miss         | Y                     | 56484017         | 16  |
| Weber       | Earl         | Mr.          | Y                     | 40919015         | 15  |
| Weber       | Fannie       | Miss         | N                     | 67901130         | 15  |
| Weber       | Guy          | Mr.          | N                     | 39293810         | 16  |
| Weber       | Janine       | Dr.          | Y                     | 45653025         | 15  |
| Weber       | Mark         | Sir          | Y                     | 52937991         | 15  |
| Weber       | Sophie       | Mrs.         | Y                     | 54273874         | 15  |
| Webster     | Antonina     | Dr.          | N                     | 44158546         | 15  |
| Webster     | Craig        | Mr.          | N                     | 40963901         | 15  |
| Webster     | Vera         | Dr.          | N                     | 36850329         | 16  |
| Weeks       | Micheal      | Sir          | N                     | 45774173         | 15  |
| Weeks       | William      | Sir          | Y                     | 52334643         | 15  |
| Weinstein   | Edward       | Dr.          | Y                     | 38849366         | 15  |
| Weinstein   | Raymond      | Sir          | Y                     | 49490697         | 15  |
| Weir        | Jutta        | Ms.          | N                     | 50171950         | 15  |
| Weir        | Valorie      | Mrs.         | Y                     | 51709733         | 15  |
| Weiss       | Crystal      | Mrs.         | Y                     | 59484077         | 15  |
| Weiss       | Enrique      | Dr.          | Y                     | 60403599         | 16  |
| Weiss       | Filomena     | Miss         | Y                     | 64268270         | 15  |
| Weiss       | Jeffrey      | Mr.          | Y                     | 64757209         | 16  |
| Welch       | Eva          | Dr.          | N                     | 44675893         | 15  |
| Welch       | Judy         | Ms.          | N                     | 41274139         | 16  |
| Welker      | Michael      | Dr.          | N                     | 59720298         | 15  |
| Weller      | Vera         | Dr.          | Y                     | 37157260         | 15  |
| Wellman     | Janice       | Mrs.         | N                     | 49545993         | 15  |
| Wells       | Andy         | Dr.          | N                     | 40066570         | 15  |
| Wells       | Avis         | Dr.          | Y                     | 62227122         | 15  |
| Wells       | Celestina    | Dr.          | N                     | 49095478         | 15  |
| Wells       | Ella         | Dr.          | N                     | 36308299         | 15  |
| Wells       | Frankie      | Sir          | Y                     | 71839286         | 16  |
| Wells       | Gary         | Dr.          | N                     | 51722146         | 15  |
| Wells       | Margareta    | Mrs.         | Y                     | 48507568         | 16  |
| Wells       | Rebecca      | Mrs.         | Y                     | 59323913         | 16  |
| Wells       | Robert       | Sir          | N                     | 41697062         | 15  |
| Wells       | Tommy        | Dr.          | N                     | 62012640         | 15  |
| Wells       | William      | Mr.          | N                     | 58976949         | 15  |
| Wenzel      | Michael      | Mr.          | N                     | 54950696         | 15  |
| Werner      | Elizabeth    | Dr.          | N                     | 57897487         | 15  |
| Werner      | Stephen      | Sir          | Y                     | 65500021         | 16  |
| Wesley      | Peter        | Sir          | Y                     | 63253888         | 15  |
| West        | Anita        | Ms.          | N                     | 51910009         | 15  |
| West        | Anthony      | Mrs.         | Y                     | 59286070         | 15  |
| West        | Benjamin     | Mr.          | Y                     | 69223075         | 15  |
| West        | David        | Sir          | Y                     | 55625439         | 15  |
| West        | Douglas      | Mr.          | N                     | 45656828         | 16  |
| West        | John         | Dr.          | N                     | 67762442         | 15  |
| West        | Leonardo     | Dr.          | N                     | 69936546         | 15  |
| West        | Marylin      | Ms.          | N                     | 67114346         | 16  |
| West        | Mattie       | Dr.          | Y                     | 53563002         | 16  |
| West        | Michael      | Sir          | N                     | 43539181         | 15  |
| West        | Michelle     | Miss         | Y                     | 70683553         | 15  |
| West        | Nancy        | Ms.          | Y                     | 67924019         | 16  |
| West        | Penelope     | Mrs.         | Y                     | 68656384         | 15  |
| West        | Samuel       | Dr.          | Y                     | 43959022         | 15  |
| West        | William      | Mr.          | Y                     | 50669152         | 15  |
| Westfall    | Christopher  | Dr.          | N                     | 71333568         | 15  |
| Westfall    | William      | Dr.          | Y                     | 64271776         | 16  |
| Weston      | Leo          | Dr.          | N                     | 64963492         | 15  |
| Whalen      | Sanda        | Mrs.         | Y                     | 56999481         | 15  |
| Whatley     | Iva          | Dr.          | Y                     | 41555113         | 16  |
| Wheatley    | Carolyn      | Ms.          | N                     | 69220140         | 15  |
| Wheatley    | Doretha      | Miss         | N                     | 68894646         | 15  |
| Wheaton     | Casey        | Dr.          | Y                     | 62546720         | 15  |
| Wheeler     | Anna         | Dr.          | N                     | 51750190         | 16  |
| Wheeler     | Carlos       | Dr.          | N                     | 37228620         | 15  |
| Wheeler     | Gary         | Dr.          | Y                     | 47886132         | 15  |
| Wheeler     | Glenda       | Dr.          | N                     | 49087758         | 15  |
| Wheeler     | Graciela     | Dr.          | N                     | 70819365         | 15  |
| Wheeler     | Weston       | Dr.          | N                     | 54888564         | 15  |
| Whelan      | Sharron      | Mrs.         | N                     | 45560794         | 16  |
| Whitaker    | Lily         | Mrs.         | Y                     | 40253032         | 15  |
| White       | Angela       | Miss         | N                     | 59903564         | 16  |
| White       | Anthony      | Miss         | Y                     | 56101139         | 15  |
| White       | Barbara      | Dr.          | N                     | 53824321         | 15  |
| White       | Cameron      | Dr.          | Y                     | 40095427         | 15  |
| White       | Christopher  | Sir          | N                     | 71915378         | 15  |
| White       | David        | Mr.          | Y                     | 47944049         | 15  |
| White       | Deanna       | Miss         | Y                     | 67985836         | 15  |
| White       | Ferdinand    | Dr.          | N                     | 60728503         | 15  |
| White       | Frank        | Sir          | NULL                  | 66957759         | 16  |
| White       | Glen         | Sir          | N                     | 70528550         | 15  |
| White       | Greg         | Dr.          | Y                     | 37691971         | 16  |
| White       | Gregory      | Sir          | N                     | 41349396         | 15  |
| White       | Harriet      | Dr.          | N                     | 57578244         | 16  |
| White       | Holly        | Miss         | N                     | 52461637         | 15  |
| White       | Holly        | Mrs.         | N                     | 65552372         | 16  |
| White       | Jason        | Mr.          | Y                     | 36806571         | 15  |
| White       | Jennifer     | Miss         | N                     | 69286721         | 15  |
| White       | John         | Mr.          | Y                     | 56163626         | 16  |
| White       | John         | Sir          | N                     | 51453041         | 15  |
| White       | Joseph       | Dr.          | N                     | 59973554         | 16  |
| White       | Joyce        | Ms.          | Y                     | 58149421         | 15  |
| White       | Kyle         | Dr.          | Y                     | 37157695         | 15  |
| White       | Lois         | Mrs.         | N                     | 55446739         | 16  |
| White       | Mallie       | Dr.          | Y                     | 53492752         | 15  |
| White       | Michael      | Sir          | N                     | 43932009         | 15  |
| White       | Myra         | Dr.          | Y                     | 52177909         | 15  |
| White       | Nathan       | Dr.          | Y                     | 40349780         | 15  |
| White       | Robert       | Sir          | Y                     | 58206702         | 15  |
| White       | Roderick     | Sir          | N                     | 56201939         | 16  |
| White       | Roy          | Mr.          | N                     | 69868776         | 15  |
| White       | Scott        | Sir          | Y                     | 71793889         | 15  |
| White       | Sherrie      | Mrs.         | Y                     | 42228745         | 15  |
| White       | Susan        | Miss         | N                     | 57314355         | 16  |
| White       | Terry        | Sir          | Y                     | 46858274         | 15  |
| White       | NULL         | Mrs.         | N                     | 38164955         | 15  |
| White       | NULL         | Ms.          | NULL                  | 45281376         | 16  |
| Whitehead   | Joshua       | Sir          | Y                     | 41862064         | 16  |
| Whitehead   | Shelia       | Miss         | N                     | 66225057         | 15  |
| Whitlock    | Dennis       | Sir          | Y                     | 54481453         | 15  |
| Whitmore    | Lucille      | Dr.          | Y                     | 61871642         | 16  |
| Whitney     | Jessica      | Miss         | N                     | 64249690         | 15  |
| Whitson     | Annie        | Miss         | N                     | 45332199         | 15  |
| Whitson     | Michael      | Mr.          | Y                     | 53325239         | 15  |
| Whittaker   | Christopher  | Dr.          | N                     | 55347201         | 15  |
| Whittington | Arthur       | Mrs.         | N                     | 36948029         | 15  |
| Whittington | Elaine       | Ms.          | Y                     | 69249536         | 15  |
| Wick        | Albert       | Mrs.         | Y                     | 45851002         | 15  |
| Wicks       | John         | Sir          | N                     | 43001368         | 15  |
| Wicks       | William      | Dr.          | N                     | 51325880         | 15  |
| Wiggins     | Donna        | Dr.          | N                     | 44352983         | 15  |
| Wiggins     | Nancy        | Dr.          | N                     | 52240807         | 15  |
| Wilbanks    | Angela       | Miss         | N                     | 63567444         | 15  |
| Wilber      | Benjamin     | Mr.          | N                     | 40459817         | 15  |
| Wilcox      | Arlene       | Mrs.         | Y                     | 66667910         | 15  |
| Wilcox      | Laura        | Ms.          | Y                     | 64361538         | 15  |
| Wilcox      | Troy         | Sir          | Y                     | 43379949         | 16  |
| Wilder      | Timothy      | Mr.          | Y                     | 52855413         | 15  |
| Wiley       | Elizabeth    | Mrs.         | Y                     | 61576667         | 15  |
| Wiley       | James        | Dr.          | N                     | 62285877         | 15  |
| Wiley       | John         | Dr.          | Y                     | 47883567         | 15  |
| Wiley       | Johnny       | Sir          | N                     | 37696172         | 15  |
| Wiley       | Ruth         | Ms.          | N                     | 51743265         | 16  |
| Wilhite     | Barbara      | Mrs.         | N                     | 50833476         | 15  |
| Wilhite     | Joseph       | Dr.          | N                     | 46728243         | 15  |
| Wilkerson   | Jason        | Dr.          | N                     | 71319500         | 15  |
| Wilkes      | Arthur       | Mrs.         | N                     | 71741021         | 16  |
| Wilkes      | Lisa         | Miss         | Y                     | 67166597         | 15  |
| Wilkins     | Danna        | Dr.          | N                     | 51579462         | 15  |
| Wilkins     | Roberta      | Ms.          | N                     | 42439159         | 16  |
| Wilkins     | Timothy      | Sir          | Y                     | 41458853         | 15  |
| Wilkinson   | Rodney       | Dr.          | Y                     | 67901638         | 15  |
| Will        | Antonio      | Mrs.         | Y                     | 56107147         | 15  |
| Willard     | Susan        | Miss         | N                     | 50947829         | 15  |
| William     | Amanda       | Miss         | Y                     | 37874133         | 15  |
| Williams    | Allen        | Miss         | N                     | 44007101         | 15  |
| Williams    | Amos         | Dr.          | Y                     | 39835908         | 16  |
| Williams    | Anthony      | Dr.          | Y                     | 65796607         | 16  |
| Williams    | Antonio      | Dr.          | N                     | 43847055         | 15  |
| Williams    | Brian        | Mr.          | N                     | 45608889         | 15  |
| Williams    | Cheryl       | Dr.          | N                     | 53720922         | 15  |
| Williams    | Christina    | Miss         | Y                     | 46718672         | 15  |
| Williams    | Constance    | Miss         | N                     | 48923270         | 16  |
| Williams    | Crystal      | Ms.          | N                     | 57518906         | 15  |
| Williams    | Darla        | Miss         | NULL                  | 59793298         | 15  |
| Williams    | David        | Dr.          | N                     | 55408159         | 15  |
| Williams    | David        | Mr.          | N                     | 61967912         | 15  |
| Williams    | David        | Sir          | Y                     | 66970490         | 15  |
| Williams    | Dawn         | Ms.          | Y                     | 61846752         | 15  |
| Williams    | Denise       | Miss         | Y                     | 41885924         | 15  |
| Williams    | Denise       | Miss         | N                     | 68734125         | 15  |
| Williams    | Dennis       | Mr.          | N                     | 51194549         | 15  |
| Williams    | Derek        | Sir          | Y                     | 71071040         | 15  |
| Williams    | Dottie       | Ms.          | Y                     | 50868052         | 16  |
| Williams    | Eartha       | Dr.          | Y                     | 45358821         | 15  |
| Williams    | Elizabeth    | Mrs.         | N                     | 62974056         | 15  |
| Williams    | Elizabeth    | Mrs.         | N                     | 49454270         | 16  |
| Williams    | Ellen        | Dr.          | N                     | 53753037         | 15  |
| Williams    | Elnora       | Ms.          | N                     | 44561023         | 15  |
| Williams    | Eric         | Sir          | Y                     | 59443664         | 15  |
| Williams    | Fred         | Sir          | N                     | 59099223         | 16  |
| Williams    | Gary         | Mr.          | N                     | 55229555         | 16  |
| Williams    | Helen        | Mrs.         | N                     | 70922299         | 16  |
| Williams    | Herbert      | Dr.          | N                     | 61518454         | 15  |
| Williams    | James        | Mr.          | N                     | 40322851         | 15  |
| Williams    | James        | Sir          | Y                     | 54014181         | 15  |
| Williams    | Janice       | Dr.          | N                     | 42130682         | 15  |
| Williams    | Janice       | Miss         | Y                     | 57987394         | 15  |
| Williams    | Janine       | Dr.          | N                     | 45259952         | 15  |
| Williams    | Jason        | Dr.          | N                     | 60167425         | 15  |
| Williams    | Joel         | Dr.          | Y                     | 38122963         | 16  |
| Williams    | Johnny       | Dr.          | N                     | 52554802         | 15  |
| Williams    | Jonathan     | Dr.          | N                     | 40275109         | 16  |
| Williams    | Josh         | Sir          | N                     | 43267001         | 15  |
| Williams    | Joyce        | Ms.          | Y                     | 46440358         | 16  |
| Williams    | Juliet       | Ms.          | Y                     | 43137728         | 15  |
| Williams    | Katrina      | Miss         | N                     | 69649299         | 15  |
| Williams    | Latasha      | Dr.          | N                     | 55674982         | 15  |
| Williams    | Laura        | Dr.          | Y                     | 65170927         | 15  |
| Williams    | Lila         | Ms.          | Y                     | 57780310         | 16  |
| Williams    | Lionel       | Dr.          | N                     | 41894112         | 15  |
| Williams    | Lisa         | Dr.          | Y                     | 48929319         | 15  |
| Williams    | Luis         | Mr.          | N                     | 60968840         | 15  |
| Williams    | Lyla         | Mrs.         | N                     | 66033808         | 15  |
| Williams    | Marc         | Sir          | N                     | 64430164         | 15  |
| Williams    | Margaret     | Dr.          | Y                     | 63889178         | 15  |
| Williams    | Marian       | Ms.          | Y                     | 63994295         | 16  |
| Williams    | Mark         | Dr.          | Y                     | 67525517         | 15  |
| Williams    | Martha       | Miss         | Y                     | 51470372         | 16  |
| Williams    | Matthew      | Sir          | Y                     | 51645076         | 15  |
| Williams    | Melva        | Dr.          | Y                     | 68786953         | 16  |
| Williams    | Michael      | Mr.          | Y                     | 52679113         | 15  |
| Williams    | Nicholas     | Mr.          | N                     | 52604916         | 15  |
| Williams    | Opal         | Ms.          | N                     | 43649485         | 15  |
| Williams    | Pamela       | Dr.          | Y                     | 52545697         | 15  |
| Williams    | Patrick      | Sir          | N                     | 54285141         | 15  |
| Williams    | Patti        | NULL         | Y                     | 56907922         | 16  |
| Williams    | Pauline      | Mrs.         | N                     | 44116208         | 16  |
| Williams    | Raymond      | Sir          | N                     | 55071742         | 15  |
| Williams    | Regina       | Mrs.         | Y                     | 63319081         | 15  |
| Williams    | Robert       | Mr.          | N                     | 55692615         | 15  |
| Williams    | Rodolfo      | Dr.          | N                     | 51919371         | 15  |
| Williams    | Rose         | Miss         | Y                     | 40568052         | 15  |
| Williams    | Roy          | Sir          | N                     | 36259874         | 15  |
| Williams    | Ruby         | Ms.          | Y                     | 54216277         | 15  |
| Williams    | Rudolph      | Sir          | N                     | 70336153         | 15  |
| Williams    | Ruth         | Miss         | Y                     | 63175189         | 15  |
| Williams    | Sabrina      | Ms.          | Y                     | 38495050         | 16  |
| Williams    | Sandra       | Ms.          | N                     | 49992112         | 15  |
| Williams    | Scott        | Sir          | Y                     | 60730908         | 16  |
| Williams    | Sparkle      | Mrs.         | Y                     | 44871276         | 16  |
| Williams    | Stephanie    | Mrs.         | N                     | 70593349         | 15  |
| Williams    | Steve        | Dr.          | N                     | 46479454         | 15  |
| Williams    | Thomas       | Dr.          | Y                     | 37132191         | 15  |
| Williams    | Thomas       | Sir          | N                     | 43318085         | 15  |
| Williams    | Tina         | Dr.          | N                     | 47528470         | 15  |
| Williams    | Tyler        | Dr.          | Y                     | 53930776         | 15  |
| Williams    | Victor       | Dr.          | N                     | 45070941         | 15  |
| Williams    | Wendy        | Miss         | Y                     | 68138415         | 15  |
| Williams    | William      | Mr.          | N                     | 51065802         | 15  |
| Williams    | NULL         | Mrs.         | N                     | 57262452         | 15  |
| Williams    | NULL         | NULL         | NULL                  | 44001132         | 15  |
| Williamson  | Amanda       | Mrs.         | Y                     | 46977887         | 15  |
| Williamson  | Catherine    | Miss         | N                     | 52698615         | 15  |
| Williamson  | Cesar        | Sir          | N                     | 60870890         | 15  |
| Williamson  | Erika        | Mrs.         | Y                     | 47007275         | 16  |
| Williamson  | Randy        | Mr.          | N                     | 50542222         | 16  |
| Williamson  | Sean         | Sir          | N                     | 39870814         | 16  |
| Willis      | Addie        | Miss         | N                     | 38330086         | 15  |
| Willis      | Carl         | Dr.          | N                     | 43872758         | 15  |
| Willis      | Deon         | Sir          | Y                     | 37363027         | 15  |
| Willis      | James        | Dr.          | Y                     | 55760380         | 15  |
| Willis      | Matthew      | Sir          | Y                     | 50324477         | 15  |
| Willis      | Michael      | Mr.          | N                     | 54448373         | 16  |
| Willis      | Peggy        | Mrs.         | Y                     | 69478237         | 15  |
| Willis      | Robert       | Sir          | Y                     | 47003797         | 15  |
| Willoughby  | Harold       | Mr.          | Y                     | 49302944         | 15  |
| Willoughby  | Tanya        | Ms.          | Y                     | 68362038         | 15  |
| Willson     | Donnie       | Dr.          | Y                     | 70554660         | 15  |
| Wilson      | Aaron        | Mrs.         | N                     | 42891324         | 15  |
| Wilson      | Andrew       | Miss         | Y                     | 57534634         | 15  |
| Wilson      | Austin       | Mr.          | Y                     | 69901460         | 15  |
| Wilson      | Barbara      | Dr.          | N                     | 71076238         | 15  |
| Wilson      | Beatrice     | Miss         | Y                     | 50863161         | 16  |
| Wilson      | Betty        | Dr.          | Y                     | 71486021         | 16  |
| Wilson      | Beverly      | Ms.          | N                     | 44180556         | 15  |
| Wilson      | Billy        | Dr.          | N                     | 47077057         | 15  |
| Wilson      | Carmelo      | Sir          | N                     | 57669602         | 15  |
| Wilson      | Daniel       | Sir          | N                     | 41919528         | 15  |
| Wilson      | Elizabeth    | Ms.          | Y                     | 62319147         | 15  |
| Wilson      | Gladys       | Dr.          | N                     | 57450539         | 15  |
| Wilson      | Helen        | Ms.          | N                     | 71797121         | 15  |
| Wilson      | Javier       | Sir          | Y                     | 71521637         | 15  |
| Wilson      | Jennifer     | Dr.          | N                     | 55283840         | 16  |
| Wilson      | Jesus        | Sir          | N                     | 51033881         | 15  |
| Wilson      | Jimmy        | Mr.          | Y                     | 39761821         | 15  |
| Wilson      | Jocelyn      | Dr.          | N                     | 37009224         | 16  |
| Wilson      | Joe          | Mr.          | N                     | 53329454         | 15  |
| Wilson      | John         | Sir          | Y                     | 46240475         | 16  |
| Wilson      | Jonathan     | Dr.          | N                     | 47744869         | 15  |
| Wilson      | Jose         | Sir          | Y                     | 62416620         | 16  |
| Wilson      | Larry        | Mr.          | N                     | 51633838         | 16  |
| Wilson      | Linda        | Miss         | N                     | 57207111         | 16  |
| Wilson      | Mario        | Mr.          | N                     | 66331237         | 15  |
| Wilson      | Michael      | Dr.          | Y                     | 45434922         | 15  |
| Wilson      | Michael      | Dr.          | N                     | 40741420         | 15  |
| Wilson      | Peter        | Dr.          | Y                     | 39383630         | 15  |
| Wilson      | Richard      | Mr.          | N                     | 69520813         | 15  |
| Wilson      | Rocky        | Dr.          | N                     | 46540117         | 15  |
| Wilson      | Roger        | Dr.          | N                     | 69385421         | 15  |
| Wilson      | Ronnie       | Dr.          | N                     | 59804408         | 16  |
| Wilson      | Susan        | Mrs.         | N                     | 64808829         | 15  |
| Wilson      | Thomas       | Sir          | Y                     | 59443992         | 15  |
| Wilson      | Troy         | Dr.          | Y                     | 68116104         | 15  |
| Wilson      | Victoria     | Miss         | Y                     | 45046283         | 15  |
| Wilson      | NULL         | Mr.          | NULL                  | 64341049         | 15  |
| Windham     | Vera         | Miss         | Y                     | 44002945         | 16  |
| Winfield    | Melissa      | Miss         | Y                     | 50652706         | 15  |
| Winslow     | Harold       | Dr.          | Y                     | 60177341         | 15  |
| Winslow     | Micheal      | Sir          | Y                     | 56801323         | 15  |
| Winston     | Eugene       | Mr.          | Y                     | 66914989         | 15  |
| Winston     | Jettie       | Dr.          | N                     | 38116091         | 15  |
| Winston     | Susan        | Mrs.         | N                     | 51050597         | 15  |
| Winter      | Rena         | Mrs.         | Y                     | 55940244         | 16  |
| Winters     | Julio        | Mr.          | N                     | 39423707         | 15  |
| Wirth       | Thomas       | Sir          | Y                     | 61355475         | 15  |
| Wise        | Jessica      | Ms.          | Y                     | 43190790         | 15  |
| Wiseman     | Karen        | Miss         | N                     | 71883906         | 15  |
| Witcher     | Charles      | Sir          | Y                     | 50954716         | 15  |
| Withers     | Wendy        | Ms.          | N                     | 39885712         | 15  |
| Withrow     | John         | Dr.          | Y                     | 39214841         | 15  |
| Withrow     | Norman       | Dr.          | Y                     | 41322965         | 16  |
| Wofford     | Katherine    | Miss         | Y                     | 66361661         | 15  |
| Wolf        | Betty        | Miss         | N                     | 47234560         | 15  |
| Wolf        | Eva          | Dr.          | Y                     | 67741109         | 16  |
| Wolf        | Heriberto    | Mr.          | Y                     | 68269022         | 16  |
| Wolf        | Solomon      | Mr.          | Y                     | 65017183         | 15  |
| Wolfe       | Gladys       | Ms.          | Y                     | 40177968         | 15  |
| Wolfe       | Rayna        | Dr.          | Y                     | 41701581         | 16  |
| Wolfe       | Ruth         | Miss         | Y                     | 62476684         | 15  |
| Wolfe       | Veronica     | Dr.          | N                     | 62119336         | 16  |
